import time: self [us] | cumulative | imported package
import time:       132 |        132 |                                 cirq.work.pauli_sum_collector
import time:       672 |        672 |                                 cirq.work.observable_settings
import time:       105 |        105 |                                 cirq.work.observable_grouping
import time:       492 |        492 |                                 cirq.work.observable_measurement_data
import time:      1345 |       1345 |                                 cirq.work.observable_measurement
import time:        80 |         80 |                                 cirq.work.observable_readout_calibration
import time:       239 |        239 |                                 cirq.work.sampler
import time:       118 |        118 |                                 cirq.work.zeros_sampler
import time:       228 |       5141 |                               cirq.work
import time:       214 |        214 |                                           cirq.sim.simulation_state_base
import time:       208 |        422 |                                         cirq.sim.simulation_state
import time:       182 |        603 |                                       cirq.sim.simulation_product_state
import time:       984 |        984 |                                       cirq.sim.simulator
import time:       282 |       1868 |                                     cirq.sim.simulator_base
import time:       368 |       2235 |                                   cirq.sim.clifford.clifford_simulator
import time:       146 |        146 |                                     cirq.sim.clifford.stabilizer_simulation_state
import time:       120 |        265 |                                   cirq.sim.clifford.clifford_tableau_simulation_state
import time:       229 |        229 |                                     cirq.sim.clifford.stabilizer_state_ch_form
import time:       120 |        348 |                                   cirq.sim.clifford.stabilizer_ch_form_simulation_state
import time:        94 |         94 |                                   cirq.sim.clifford.stabilizer_sampler
import time:       156 |       3097 |                                 cirq.sim.clifford
import time:       254 |        254 |                                 cirq.sim.density_matrix_simulation_state
import time:       249 |        249 |                                 cirq.sim.density_matrix_simulator
import time:        52 |         52 |                                   cirq.sim.simulation_utils
import time:       142 |        194 |                                 cirq.sim.density_matrix_utils
import time:       187 |        187 |                                     cirq.sim.state_vector
import time:       270 |        270 |                                     cirq.sim.state_vector_simulator
import time:       244 |        244 |                                     cirq.sim.state_vector_simulation_state
import time:       256 |        956 |                                   cirq.sim.sparse_simulator
import time:       161 |        161 |                                       cirq.transformers.analytical_decompositions.clifford_decomposition
import time:       140 |        140 |                                       cirq.transformers.analytical_decompositions.controlled_gate_decomposition
import time:        88 |         88 |                                       cirq.transformers.analytical_decompositions.cphase_to_fsim
import time:       225 |        225 |                                       cirq.transformers.analytical_decompositions.quantum_shannon_decomposition
import time:       162 |        162 |                                       cirq.transformers.analytical_decompositions.single_qubit_decompositions
import time:       114 |        114 |                                       cirq.transformers.analytical_decompositions.three_qubit_decomposition
import time:       779 |        779 |                                           cirq.transformers.transformer_api
import time:       599 |        599 |                                           cirq.transformers.transformer_primitives
import time:       158 |        158 |                                           cirq.transformers.merge_k_qubit_gates
import time:       186 |       1720 |                                         cirq.transformers.merge_single_qubit_gates
import time:       157 |        157 |                                         cirq.transformers.eject_z
import time:       186 |        186 |                                         cirq.transformers.eject_phased_paulis
import time:       222 |       2283 |                                       cirq.transformers.analytical_decompositions.two_qubit_to_cz
import time:       229 |        229 |                                       cirq.transformers.analytical_decompositions.two_qubit_to_fsim
import time:        76 |         76 |                                       cirq.transformers.analytical_decompositions.two_qubit_to_ms
import time:       162 |        162 |                                       cirq.transformers.analytical_decompositions.two_qubit_to_sqrt_iswap
import time:        94 |         94 |                                       cirq.transformers.analytical_decompositions.two_qubit_state_preparation
import time:        56 |         56 |                                       cirq.transformers.analytical_decompositions.single_to_two_qubit_isometry
import time:       161 |        161 |                                       cirq.transformers.analytical_decompositions.pauli_string_decomposition
import time:       379 |       4324 |                                     cirq.transformers.analytical_decompositions
import time:       676 |        676 |                                         cirq.transformers.heuristic_decompositions.gate_tabulation_math_utils
import time:       532 |       1208 |                                       cirq.transformers.heuristic_decompositions.two_qubit_gate_tabulation
import time:        83 |       1290 |                                     cirq.transformers.heuristic_decompositions
import time:       160 |        160 |                                       cirq.transformers.routing.initial_mapper
import time:        92 |         92 |                                       cirq.transformers.routing.mapping_manager
import time:       159 |        159 |                                       cirq.transformers.routing.line_initial_mapper
import time:       346 |        346 |                                       cirq.transformers.routing.route_circuit_cqc
import time:       157 |        157 |                                       cirq.transformers.routing.visualize_routed_circuit
import time:       170 |       1081 |                                     cirq.transformers.routing
import time:       217 |        217 |                                       cirq.transformers.target_gatesets.compilation_target_gateset
import time:       109 |        109 |                                       cirq.transformers.target_gatesets.cz_gateset
import time:        87 |         87 |                                       cirq.transformers.target_gatesets.sqrt_iswap_gateset
import time:       120 |        532 |                                     cirq.transformers.target_gatesets
import time:        89 |         89 |                                     cirq.transformers.align
import time:       202 |        202 |                                     cirq.transformers.stratify
import time:        91 |         91 |                                     cirq.transformers.expand_composite
import time:       161 |        161 |                                     cirq.transformers.optimize_for_target_gateset
import time:        63 |         63 |                                     cirq.transformers.drop_empty_moments
import time:        63 |         63 |                                     cirq.transformers.drop_negligible_operations
import time:       170 |        170 |                                     cirq.transformers.dynamical_decoupling
import time:       110 |        110 |                                       cirq.transformers.synchronize_terminal_measurements
import time:       386 |        495 |                                     cirq.transformers.measurement_transformers
import time:       161 |        161 |                                     cirq.transformers.qubit_management_transformers
import time:        98 |         98 |                                               attr._compat
import time:        72 |         72 |                                                 attr._config
import time:       118 |        118 |                                                   attr.exceptions
import time:        75 |        193 |                                                 attr.setters
import time:      1513 |       1777 |                                               attr._make
import time:       120 |       1994 |                                             attr.converters
import time:        71 |         71 |                                             attr.filters
import time:      1794 |       1794 |                                             attr.validators
import time:        82 |         82 |                                             attr._cmp
import time:        98 |         98 |                                             attr._funcs
import time:        81 |         81 |                                             attr._next_gen
import time:       298 |        298 |                                             attr._version_info
import time:       245 |       4659 |                                           attr
import time:        81 |         81 |                                           attrs.converters
import time:        44 |         44 |                                           attrs.exceptions
import time:        42 |         42 |                                           attrs.filters
import time:        40 |         40 |                                           attrs.setters
import time:        42 |         42 |                                           attrs.validators
import time:       172 |       5077 |                                         attrs
import time:      1618 |       6695 |                                       cirq.transformers.gauge_compiling.gauge_compiling
import time:       301 |        301 |                                       cirq.transformers.gauge_compiling.sqrt_cz_gauge
import time:       144 |        144 |                                       cirq.transformers.gauge_compiling.spin_inversion_gauge
import time:       138 |        138 |                                       cirq.transformers.gauge_compiling.cz_gauge
import time:       104 |        104 |                                       cirq.transformers.gauge_compiling.iswap_gauge
import time:       111 |        111 |                                       cirq.transformers.gauge_compiling.sqrt_iswap_gauge
import time:       171 |       7660 |                                     cirq.transformers.gauge_compiling
import time:       239 |      16616 |                                   cirq.transformers
import time:       180 |      17751 |                                 cirq.sim.mux
import time:       300 |        300 |                                 cirq.sim.classical_simulator
import time:       158 |      21999 |                               cirq.sim
import time:       177 |        177 |                                     mpl_toolkits.axes_grid1.axes_size
import time:       226 |        226 |                                     mpl_toolkits.axes_grid1.axes_divider
import time:      1234 |       1234 |                                       mpl_toolkits.axes_grid1.mpl_axes
import time:       182 |       1416 |                                     mpl_toolkits.axes_grid1.axes_grid
import time:      1969 |       1969 |                                     mpl_toolkits.axes_grid1.parasite_axes
import time:       147 |       3933 |                                   mpl_toolkits.axes_grid1
import time:        71 |         71 |                                   cirq.vis.vis_utils
import time:       622 |       4625 |                                 cirq.vis.heatmap
import time:       114 |        114 |                                 cirq.vis.histogram
import time:       112 |        112 |                                 cirq.vis.state_histogram
import time:        94 |         94 |                                 cirq.vis.density_matrix
import time:       133 |       5076 |                               cirq.vis
import time:        59 |         59 |                               cirq.ion
import time:        41 |         41 |                                   cirq.neutral_atoms.neutral_atom_devices
import time:        84 |        125 |                                 cirq.neutral_atoms.convert_to_neutral_atom_gates
import time:        51 |        175 |                               cirq.neutral_atoms
import time:       409 |        409 |                                         cirq.interop.quirk.cells.cell
import time:       442 |        850 |                                       cirq.interop.quirk.cells.arithmetic_cells
import time:       186 |        186 |                                       cirq.interop.quirk.cells.control_cells
import time:        84 |         84 |                                       cirq.interop.quirk.cells.frequency_space_cells
import time:        54 |         54 |                                       cirq.interop.quirk.cells.ignored_cells
import time:        81 |         81 |                                       cirq.interop.quirk.cells.input_cells
import time:       177 |        177 |                                       cirq.interop.quirk.cells.input_rotation_cells
import time:        60 |         60 |                                       cirq.interop.quirk.cells.measurement_cells
import time:       176 |        176 |                                       cirq.interop.quirk.cells.qubit_permutation_cells
import time:        57 |         57 |                                       cirq.interop.quirk.cells.scalar_cells
import time:       270 |        270 |                                         cirq.interop.quirk.cells.parse
import time:       105 |        374 |                                       cirq.interop.quirk.cells.single_qubit_rotation_cells
import time:        93 |         93 |                                       cirq.interop.quirk.cells.swap_cell
import time:        58 |         58 |                                       cirq.interop.quirk.cells.unsupported_cells
import time:       232 |       2475 |                                     cirq.interop.quirk.cells.all_cells
import time:       169 |        169 |                                     cirq.interop.quirk.cells.composite_cell
import time:        77 |       2719 |                                   cirq.interop.quirk.cells
import time:       180 |        180 |                                   cirq.interop.quirk.url_to_circuit
import time:        79 |       2977 |                                 cirq.interop.quirk
import time:        47 |       3023 |                               cirq.interop
import time:       169 |        169 |                                         scipy.optimize._minpack2
import time:       154 |        322 |                                       scipy.optimize._linesearch
import time:       135 |        135 |                                         scipy.optimize._group_columns
import time:       135 |        269 |                                       scipy.optimize._numdiff
import time:       215 |        215 |                                       scipy.optimize._hessian_update_strategy
import time:       127 |        127 |                                       scipy.optimize._differentiable_functions
import time:       462 |       1394 |                                     scipy.optimize._optimize
import time:        94 |         94 |                                         scipy.optimize._trustregion
import time:        92 |        185 |                                       scipy.optimize._trustregion_dogleg
import time:        57 |         57 |                                       scipy.optimize._trustregion_ncg
import time:       116 |        116 |                                             scipy._lib.messagestream
import time:       325 |        441 |                                           scipy.optimize._trlib._trlib
import time:        62 |        502 |                                         scipy.optimize._trlib
import time:        51 |        553 |                                       scipy.optimize._trustregion_krylov
import time:        93 |         93 |                                       scipy.optimize._trustregion_exact
import time:       142 |        142 |                                           scipy.optimize._constraints
import time:        48 |         48 |                                                 sksparse
import time:        20 |         68 |                                               sksparse.cholmod
import time:       101 |        168 |                                             scipy.optimize._trustregion_constr.projections
import time:        81 |         81 |                                             scipy.optimize._trustregion_constr.qp_subproblem
import time:        82 |        329 |                                           scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       107 |        107 |                                           scipy.optimize._trustregion_constr.canonical_constraint
import time:        85 |         85 |                                           scipy.optimize._trustregion_constr.tr_interior_point
import time:       121 |        121 |                                           scipy.optimize._trustregion_constr.report
import time:       178 |        959 |                                         scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:        55 |       1014 |                                       scipy.optimize._trustregion_constr
import time:       137 |        137 |                                         scipy.optimize._lbfgsb
import time:       136 |        273 |                                       scipy.optimize._lbfgsb_py
import time:       115 |        115 |                                         scipy.optimize._moduleTNC
import time:       117 |        231 |                                       scipy.optimize._tnc
import time:       108 |        108 |                                         scipy.optimize._cobyla
import time:       132 |        239 |                                       scipy.optimize._cobyla_py
import time:       114 |        114 |                                         scipy.optimize._slsqp
import time:       129 |        242 |                                       scipy.optimize._slsqp_py
import time:       195 |       3079 |                                     scipy.optimize._minimize
import time:       112 |        112 |                                         scipy.optimize._minpack
import time:       168 |        168 |                                               scipy.optimize._lsq.common
import time:       120 |        288 |                                             scipy.optimize._lsq.trf
import time:        79 |         79 |                                             scipy.optimize._lsq.dogbox
import time:       139 |        505 |                                           scipy.optimize._lsq.least_squares
import time:       148 |        148 |                                               scipy.optimize._lsq.givens_elimination
import time:        80 |        228 |                                             scipy.optimize._lsq.trf_linear
import time:        87 |         87 |                                             scipy.optimize._lsq.bvls
import time:        85 |        399 |                                           scipy.optimize._lsq.lsq_linear
import time:        62 |        965 |                                         scipy.optimize._lsq
import time:       142 |       1218 |                                       scipy.optimize._minpack_py
import time:        80 |         80 |                                       scipy.optimize._spectral
import time:       848 |        848 |                                       scipy.optimize._nonlin
import time:       157 |       2302 |                                     scipy.optimize._root
import time:        97 |         97 |                                         scipy.optimize._zeros
import time:       183 |        280 |                                       scipy.optimize._zeros_py
import time:       106 |        386 |                                     scipy.optimize._root_scalar
import time:       129 |        129 |                                       scipy.optimize.__nnls
import time:        84 |        212 |                                     scipy.optimize._nnls
import time:       124 |        124 |                                     scipy.optimize._basinhopping
import time:        57 |         57 |                                           scipy.optimize._highs
import time:       499 |        556 |                                         scipy.optimize._highs._highs_wrapper
import time:       155 |        155 |                                         scipy.optimize._highs._highs_constants
import time:       294 |       1004 |                                       scipy.optimize._linprog_highs
import time:       179 |        179 |                                                 scipy.linalg._interpolative
import time:       140 |        319 |                                               scipy.linalg._interpolative_backend
import time:       114 |        432 |                                             scipy.linalg.interpolative
import time:        82 |        514 |                                           scipy.optimize._remove_redundancy
import time:       701 |       1214 |                                         scipy.optimize._linprog_util
import time:        58 |         58 |                                         sksparse
import time:        38 |         38 |                                           scikits
import time:        16 |         54 |                                         scikits.umfpack
import time:       182 |       1507 |                                       scipy.optimize._linprog_ip
import time:        86 |         86 |                                       scipy.optimize._linprog_simplex
import time:       218 |        218 |                                         scipy.optimize._bglu_dense
import time:       149 |        366 |                                       scipy.optimize._linprog_rs
import time:       122 |        122 |                                       scipy.optimize._linprog_doc
import time:       158 |       3241 |                                     scipy.optimize._linprog
import time:        96 |         96 |                                     scipy.optimize._lsap
import time:       213 |        213 |                                     scipy.optimize._differentialevolution
import time:       316 |        316 |                                         scipy.spatial._ckdtree
import time:       182 |        497 |                                       scipy.spatial._kdtree
import time:       337 |        337 |                                       scipy.spatial._qhull
import time:       154 |        154 |                                         scipy.spatial._voronoi
import time:       154 |        308 |                                       scipy.spatial._spherical_voronoi
import time:       298 |        298 |                                       scipy.spatial._plotutils
import time:        66 |         66 |                                       scipy.spatial._procrustes
import time:       119 |        119 |                                           scipy.spatial._distance_wrap
import time:       153 |        153 |                                           scipy.spatial._hausdorff
import time:        97 |         97 |                                             scipy.special._sf_error
import time:       160 |        160 |                                               scipy.special._ufuncs_cxx
import time:       767 |        927 |                                             scipy.special._ufuncs
import time:       151 |        151 |                                               scipy.special._specfun
import time:        92 |         92 |                                               scipy.special._comb
import time:       283 |        525 |                                             scipy.special._basic
import time:      1976 |       1976 |                                             scipy.special._logsumexp
import time:       240 |        240 |                                             scipy.special._orthogonal
import time:        58 |         58 |                                             scipy.special._spfun_stats
import time:       136 |        136 |                                               scipy.special._ellip_harm_2
import time:        89 |        224 |                                             scipy.special._ellip_harm
import time:        56 |         56 |                                             scipy.special._lambertw
import time:        52 |         52 |                                             scipy.special._spherical_bessel
import time:       279 |        279 |                                               scipy.special._add_newdocs
import time:        68 |        347 |                                             scipy.special.add_newdocs
import time:        63 |         63 |                                             scipy.special.basic
import time:        54 |         54 |                                             scipy.special.orthogonal
import time:        48 |         48 |                                             scipy.special.specfun
import time:        44 |         44 |                                             scipy.special.sf_error
import time:        47 |         47 |                                             scipy.special.spfun_stats
import time:       353 |       5102 |                                           scipy.special
import time:       213 |        213 |                                           scipy.spatial._distance_pybind
import time:      1735 |       7319 |                                         scipy.spatial.distance
import time:        86 |       7404 |                                       scipy.spatial._geometric_slerp
import time:        73 |         73 |                                       scipy.spatial.ckdtree
import time:        55 |         55 |                                       scipy.spatial.kdtree
import time:        52 |         52 |                                       scipy.spatial.qhull
import time:        57 |         57 |                                           backports_abc
import time:      1235 |       1235 |                                               scipy.constants._codata
import time:       110 |        110 |                                               scipy.constants._constants
import time:        55 |         55 |                                               scipy.constants.codata
import time:        77 |         77 |                                               scipy.constants.constants
import time:       409 |       1885 |                                             scipy.constants
import time:        79 |       1964 |                                           scipy.spatial.transform._rotation_groups
import time:       323 |       2343 |                                         scipy.spatial.transform._rotation
import time:        85 |         85 |                                         scipy.spatial.transform._rotation_spline
import time:        51 |         51 |                                         scipy.spatial.transform.rotation
import time:        96 |       2573 |                                       scipy.spatial.transform
import time:        49 |         49 |                                         scipy.optimize._shgo_lib
import time:       143 |        191 |                                       scipy.optimize._shgo_lib.triangulation
import time:       417 |      12265 |                                     scipy.optimize._shgo
import time:       107 |        107 |                                     scipy.optimize._dual_annealing
import time:        79 |         79 |                                     scipy.optimize._qap
import time:       332 |        332 |                                       scipy.optimize._direct
import time:        86 |        417 |                                     scipy.optimize._direct_py
import time:        80 |         80 |                                     scipy.optimize._milp
import time:        50 |         50 |                                     scipy.optimize.cobyla
import time:        48 |         48 |                                     scipy.optimize.lbfgsb
import time:        47 |         47 |                                     scipy.optimize.linesearch
import time:        49 |         49 |                                     scipy.optimize.minpack
import time:        47 |         47 |                                     scipy.optimize.minpack2
import time:        46 |         46 |                                     scipy.optimize.moduleTNC
import time:        50 |         50 |                                     scipy.optimize.nonlin
import time:        51 |         51 |                                     scipy.optimize.optimize
import time:        46 |         46 |                                     scipy.optimize.slsqp
import time:        45 |         45 |                                     scipy.optimize.tnc
import time:        48 |         48 |                                     scipy.optimize.zeros
import time:       400 |      24908 |                                   scipy.optimize
import time:      1038 |      25946 |                                 cirq.experiments.qubit_characterizations
import time:       142 |        142 |                                 cirq.experiments.fidelity_estimation
import time:        56 |         56 |                                 cirq.experiments.purity_estimation
import time:       982 |        982 |                                 cirq.experiments.random_quantum_circuit_generation
import time:       190 |        190 |                                 cirq.experiments.readout_confusion_matrix
import time:       111 |        111 |                                 cirq.experiments.n_qubit_tomography
import time:       310 |        310 |                                 cirq.experiments.single_qubit_readout_calibration
import time:       112 |        112 |                                 cirq.experiments.t1_decay_experiment
import time:       229 |        229 |                                 cirq.experiments.t2_decay_experiment
import time:       484 |        484 |                                   cirq.experiments.xeb_simulation
import time:      1209 |       1693 |                                 cirq.experiments.xeb_fitting
import time:       165 |        165 |                                     concurrent.futures.thread
import time:       100 |        100 |                                       tqdm._monitor
import time:        46 |         46 |                                       tqdm._tqdm_pandas
import time:       214 |        214 |                                           tqdm.utils
import time:       388 |        601 |                                         tqdm.std
import time:        38 |         38 |                                           tqdm._dist_ver
import time:        72 |        110 |                                         tqdm.version
import time:       253 |        963 |                                       tqdm.cli
import time:        83 |         83 |                                       tqdm.gui
import time:       146 |       1335 |                                     tqdm
import time:       858 |       2357 |                                   cirq.experiments.xeb_sampling
import time:       810 |       3167 |                                 cirq.experiments.two_qubit_xeb
import time:       275 |      33207 |                               cirq.experiments
import time:        61 |         61 |                                   cirq.testing.lin_alg_utils
import time:       211 |        271 |                                 cirq.testing.circuit_compare
import time:       101 |        101 |                                 cirq.testing.consistent_act_on
import time:        50 |         50 |                                 cirq.testing.consistent_channels
import time:       190 |        190 |                                 cirq.testing.consistent_controlled_gate_op
import time:        74 |         74 |                                 cirq.testing.consistent_decomposition
import time:        50 |         50 |                                 cirq.testing.consistent_pauli_expansion
import time:        51 |         51 |                                 cirq.testing.consistent_phase_by
import time:        71 |         71 |                                   cirq.testing.consistent_qasm
import time:        54 |         54 |                                   cirq.testing.consistent_resolve_parameters
import time:       105 |        105 |                                   cirq.testing.consistent_specified_has_unitary
import time:        83 |         83 |                                   cirq.testing.equivalent_repr_eval
import time:        57 |         57 |                                   cirq.testing.consistent_unitary
import time:       231 |        598 |                                 cirq.testing.consistent_protocols
import time:        69 |         69 |                                 cirq.testing.deprecation
import time:        84 |         84 |                                 cirq.testing.devices
import time:        82 |         82 |                                 cirq.testing.equals_tester
import time:        97 |         97 |                                 cirq.testing.equivalent_basis_map
import time:       121 |        121 |                                 cirq.testing.gate_features
import time:       484 |        484 |                                 cirq.testing.json
import time:        98 |         98 |                                 cirq.testing.logs
import time:        72 |         72 |                                 cirq.testing.no_identifier_qubit
import time:        47 |         47 |                                 cirq.testing.op_tree
import time:       170 |        170 |                                 cirq.testing.order_tester
import time:       281 |        281 |                                 cirq.testing.random_circuit
import time:        70 |         70 |                                 cirq.testing.repr_pretty_tester
import time:        74 |         74 |                                 cirq.testing.routing_devices
import time:        50 |         50 |                                 cirq.testing.sample_circuits
import time:       659 |        659 |                                 cirq.testing.sample_gates
import time:       413 |       4247 |                               cirq.testing
import time:       314 |        314 |                               cirq.json_resolver_cache
import time:       397 |        397 |                                         cirq.contrib.acquaintance.permutation
import time:       133 |        530 |                                       cirq.contrib.acquaintance.shift
import time:       327 |        856 |                                     cirq.contrib.acquaintance.gates
import time:       274 |       1130 |                                   cirq.contrib.acquaintance.bipartite
import time:        96 |         96 |                                     cirq.contrib.acquaintance.shift_swap_network
import time:       135 |        231 |                                   cirq.contrib.acquaintance.devices
import time:        89 |         89 |                                     cirq.contrib.acquaintance.mutation_utils
import time:       242 |        330 |                                   cirq.contrib.acquaintance.executor
import time:       241 |        241 |                                       cirq.contrib.circuitdag.circuit_dag
import time:        66 |        307 |                                     cirq.contrib.circuitdag
import time:       106 |        413 |                                   cirq.contrib.acquaintance.inspection_utils
import time:        66 |         66 |                                   cirq.contrib.acquaintance.optimizers
import time:        69 |         69 |                                     cirq.contrib.acquaintance.strategies.complete
import time:        81 |         81 |                                     cirq.contrib.acquaintance.strategies.cubic
import time:       188 |        188 |                                     cirq.contrib.acquaintance.strategies.quartic_paired
import time:       148 |        484 |                                   cirq.contrib.acquaintance.strategies
import time:       117 |        117 |                                   cirq.contrib.acquaintance.topological_sort
import time:        59 |         59 |                                   cirq.contrib.acquaintance.testing
import time:       227 |       3053 |                                 cirq.contrib.acquaintance
import time:       218 |        218 |                                   cirq.contrib.graph_device.hypergraph
import time:       222 |        222 |                                   cirq.contrib.graph_device.graph_device
import time:       133 |        133 |                                   cirq.contrib.graph_device.uniform_graph_device
import time:       112 |        684 |                                 cirq.contrib.graph_device
import time:        99 |         99 |                                     cirq.contrib.quirk.linearize_circuit
import time:       148 |        148 |                                     cirq.contrib.quirk.quirk_gate
import time:       310 |        555 |                                   cirq.contrib.quirk.export_to_quirk
import time:        66 |        621 |                                 cirq.contrib.quirk
import time:       118 |        118 |                                     cirq.contrib.qcircuit.qcircuit_diagram_info
import time:       101 |        219 |                                   cirq.contrib.qcircuit.qcircuit_diagram
import time:        60 |        278 |                                 cirq.contrib.qcircuit
import time:        50 |         50 |                                 cirq.contrib.json
import time:       111 |       4795 |                               cirq.contrib
import time:      1061 |     593774 |                             cirq
import time:        64 |         64 |                             cuquantum.tensornet._internal.circuit_parser_utils_cirq
import time:        49 |         49 |                             qiskit
import time:       121 |     594007 |                           cuquantum.tensornet._internal.circuit_converter_utils
import time:       125 |     594174 |                         cuquantum.tensornet.circuit_converter
import time:       121 |        121 |                           cuquantum._internal.enum_utils
import time:       153 |        153 |                           cuquantum.tensornet.memory
import time:      1926 |       2200 |                         cuquantum.tensornet.configuration
import time:       104 |        104 |                           cuquantum.tensornet._internal.einsum_parser
import time:        49 |         49 |                             torch
import time:       146 |        194 |                           cuquantum.tensornet._internal.grad_torch
import time:       100 |        100 |                           cuquantum.tensornet._internal.optimizer_ifc
import time:       332 |        729 |                         cuquantum.tensornet.tensor_network
import time:        70 |         70 |                               cuquantum.tensornet.experimental._internal
import time:       119 |        189 |                             cuquantum.tensornet.experimental._internal.network_state_utils
import time:       100 |        100 |                               cuquantum.tensornet._internal.decomposition_utils
import time:      1490 |       1590 |                             cuquantum.tensornet.tensor
import time:       862 |       2640 |                           cuquantum.tensornet.experimental.configuration
import time:        51 |         51 |                             cuquantum.tensornet.experimental._internal.utils
import time:       126 |        176 |                           cuquantum.tensornet.experimental.tensor_network
import time:        89 |         89 |                             cuquantum.tensornet.experimental.network_operator
import time:       350 |        439 |                           cuquantum.tensornet.experimental.network_state
import time:        98 |       3351 |                         cuquantum.tensornet.experimental
import time:       125 |     600577 |                       cuquantum.tensornet
import time:       125 |        125 |                       cuquantum.cutensornet.experimental
import time:        71 |         71 |                       cuquantum.cutensornet.tensor
import time:       195 |     605021 |                     cuquantum.cutensornet
import time:        97 |     605117 |                   cupy.linalg._einsum_cutn
import time:       331 |        331 |                   cupyx.cutensor
import time:       160 |     605661 |                 cupy.linalg._einsum
import time:       123 |        123 |                 cupy._logic.truth
import time:        57 |         57 |                 cupy._logic.type_testing
import time:        43 |         43 |                               uarray
import time:       177 |        177 |                                   scipy._lib._uarray._uarray
import time:       205 |        381 |                                 scipy._lib._uarray._backend
import time:        68 |        449 |                               scipy._lib._uarray
import time:        77 |        568 |                             scipy._lib.uarray
import time:       390 |        958 |                           scipy.fft._basic
import time:       238 |        238 |                           scipy.fft._realtransforms
import time:        82 |         82 |                           scipy.fft._fftlog
import time:        79 |         79 |                           scipy.fft._fftlog_multimethods
import time:       270 |        270 |                                 scipy.fft._pocketfft.pypocketfft
import time:       103 |        103 |                                 scipy.fft._pocketfft.helper
import time:       124 |        496 |                               scipy.fft._pocketfft.basic
import time:        61 |         61 |                               scipy.fft._pocketfft.realtransforms
import time:        71 |        627 |                             scipy.fft._pocketfft
import time:        57 |        683 |                           scipy.fft._helper
import time:        74 |         74 |                           scipy.fft._backend
import time:       139 |       2250 |                         scipy.fft
import time:       158 |       2408 |                       cupyx.scipy.fft._fft
import time:        33 |         33 |                                 cupyx.scipy.special._complexstuff
import time:        63 |         63 |                                 cupyx.scipy.special._trig
import time:        93 |        189 |                               cupyx.scipy.special._loggamma
import time:       110 |        298 |                             cupyx.scipy.special._gamma
import time:       133 |        431 |                           cupyx.scipy.special._bessel
import time:        86 |         86 |                           cupyx.scipy.special._spherical_bessel
import time:        74 |         74 |                               cupyx.scipy.special._digamma
import time:        51 |         51 |                                 cupyx.scipy.special._zeta
import time:       160 |        210 |                               cupyx.scipy.special._gammainc
import time:       117 |        400 |                             cupyx.scipy.special._beta
import time:       610 |       1009 |                           cupyx.scipy.special._stats_distributions
import time:       113 |        113 |                           cupyx.scipy.special._statistics
